po_id,tracking_number,carrier,delivery_date,planned_lead_days,actual_lead_days,is_late,delay_days,has_defect,inspection_status,status
PO50023,TRK-51666808,Kuehne+Nagel,2025-12-07,22,27,True,5,False,Passed Inspection,Delivered
PO50024,TRK-72509819,Maersk Line,2023-03-22,33,44,True,11,True,Major Defect - Rejected,Delivered
PO50025,TRK-94585936,FedEx Supply Chain,2023-11-20,11,10,False,0,False,Passed Inspection,Delivered
PO50026,TRK-76506293,FedEx Supply Chain,2023-07-06,18,35,True,17,False,Passed Inspection,Delivered
PO50027,TRK-48754402,Blue Dart Cargo,2025-08-17,14,11,False,0,False,Passed Inspection,Delivered
PO50028,TRK-49105501,Kuehne+Nagel,2024-06-28,18,16,False,0,False,Passed Inspection,Delivered
PO50029,TRK-43548574,DB Schenker Logistics,2025-11-13,27,37,True,10,False,Passed Inspection,Delivered
PO50030,TRK-48896220,Blue Dart Cargo,2025-01-18,20,20,False,0,False,Passed Inspection,Delivered
PO50031,TRK-24206438,DHL Express,2024-10-12,25,41,True,16,False,Passed Inspection,Delivered
PO50032,TRK-11303576,Maersk Line,2024-08-25,23,36,True,13,False,Passed Inspection,Delivered
PO50033,TRK-93863709,FedEx Supply Chain,2023-08-15,4,5,True,1,True,Minor Defect - Accepted,Delivered
PO50034,TRK-26978596,FedEx Supply Chain,2024-10-16,30,39,True,9,True,Minor Defect - Accepted,Delivered
PO50035,TRK-69981451,Blue Dart Cargo,2025-02-06,17,17,False,0,False,Passed Inspection,Delivered
PO50036,TRK-48982829,DHL Express,2025-12-09,19,16,False,0,False,Passed Inspection,Delivered
PO50037,TRK-85184603,Blue Dart Cargo,2024-08-31,9,7,False,0,False,Passed Inspection,Delivered
PO50038,TRK-55487928,FedEx Supply Chain,2025-12-11,28,47,True,19,False,Passed Inspection,Delivered
PO50039,TRK-93523861,Kuehne+Nagel,2025-11-17,17,17,False,0,False,Passed Inspection,Delivered
PO50040,TRK-80064281,DHL Express,2024-08-11,18,16,False,0,False,Passed Inspection,Delivered
PO50041,TRK-40751088,Blue Dart Cargo,2024-05-24,31,28,False,0,False,Passed Inspection,Delivered
PO50042,TRK-78012668,Maersk Line,2023-06-21,15,15,False,0,False,Passed Inspection,Delivered
PO50043,TRK-81873011,DB Schenker Logistics,2023-10-25,5,3,False,0,False,Passed Inspection,Delivered
PO50044,TRK-79495673,DB Schenker Logistics,2025-10-10,35,51,True,16,False,Passed Inspection,Delivered
PO50045,TRK-28402775,Maersk Line,2023-07-08,25,37,True,12,False,Passed Inspection,Delivered
PO50046,TRK-61384174,FedEx Supply Chain,2024-03-22,14,12,False,0,False,Passed Inspection,Delivered
PO50047,TRK-65158293,Maersk Line,2025-03-17,24,41,True,17,False,Passed Inspection,Delivered
PO50048,TRK-57589470,Kuehne+Nagel,2023-09-30,12,9,False,0,False,Passed Inspection,Delivered
PO50049,TRK-80484792,Kuehne+Nagel,2026-01-18,33,47,True,14,False,Passed Inspection,In Transit
PO50050,TRK-12984523,Kuehne+Nagel,2024-12-28,17,16,False,0,False,Passed Inspection,Delivered
PO50051,TRK-91441208,FedEx Supply Chain,2023-02-28,29,27,False,0,True,Minor Defect - Accepted,Delivered
PO50052,TRK-44798518,FedEx Supply Chain,2023-10-09,12,11,False,0,False,Passed Inspection,Delivered
PO50053,TRK-51700800,FedEx Supply Chain,2025-04-13,24,23,False,0,False,Passed Inspection,Delivered
PO50054,TRK-20029271,DB Schenker Logistics,2025-09-12,21,40,True,19,False,Passed Inspection,Delivered
PO50055,TRK-43365602,Maersk Line,2025-11-07,21,27,True,6,False,Passed Inspection,Delivered
PO50056,TRK-41663310,Kuehne+Nagel,2025-09-07,34,48,True,14,False,Passed Inspection,Delivered
PO50057,TRK-62103053,DB Schenker Logistics,2023-04-12,23,20,False,0,False,Passed Inspection,Delivered
PO50058,TRK-89236178,DHL Express,2025-03-30,2,20,True,18,False,Passed Inspection,Delivered
PO50059,TRK-91324932,Blue Dart Cargo,2023-06-06,25,36,True,11,False,Passed Inspection,Delivered
PO50060,TRK-91670011,Kuehne+Nagel,2023-04-10,17,16,False,0,False,Passed Inspection,Delivered
PO50061,TRK-73930911,DB Schenker Logistics,2025-03-03,22,35,True,13,False,Passed Inspection,Delivered
PO50062,TRK-33870362,Kuehne+Nagel,2024-06-26,16,19,True,3,False,Passed Inspection,Delivered
PO50063,TRK-72809923,FedEx Supply Chain,2025-01-08,30,29,False,0,False,Passed Inspection,Delivered
PO50064,TRK-25158674,Kuehne+Nagel,2025-08-05,15,15,False,0,False,Passed Inspection,Delivered
PO50065,TRK-19259304,DHL Express,2023-04-06,22,20,False,0,False,Passed Inspection,Delivered
PO50066,TRK-67825019,DB Schenker Logistics,2024-08-01,3,1,False,0,False,Passed Inspection,Delivered
PO50067,TRK-75660194,DB Schenker Logistics,2025-07-03,3,1,False,0,False,Passed Inspection,Delivered
PO50068,TRK-59501375,DB Schenker Logistics,2024-05-05,9,8,False,0,False,Passed Inspection,Delivered
PO50069,TRK-98762131,FedEx Supply Chain,2024-09-06,23,41,True,18,False,Passed Inspection,Delivered
PO50070,TRK-69062244,Maersk Line,2024-07-06,9,7,False,0,False,Passed Inspection,Delivered
PO50071,TRK-19661733,FedEx Supply Chain,2025-10-17,27,27,False,0,False,Passed Inspection,Delivered
PO50072,TRK-67153013,Maersk Line,2023-03-15,21,19,False,0,False,Passed Inspection,Delivered
PO50073,TRK-22653213,FedEx Supply Chain,2025-08-31,14,12,False,0,False,Passed Inspection,Delivered
PO50074,TRK-60174345,Blue Dart Cargo,2025-07-15,22,33,True,11,True,Major Defect - Rejected,Delivered
PO50075,TRK-37435571,Blue Dart Cargo,2025-07-09,31,31,False,0,False,Passed Inspection,Delivered
PO50076,TRK-96831657,Maersk Line,2024-04-14,18,18,False,0,False,Passed Inspection,Delivered
PO50077,TRK-63294123,Maersk Line,2024-08-03,17,16,False,0,False,Passed Inspection,Delivered
PO50078,TRK-88926971,DHL Express,2024-03-21,38,41,True,3,False,Passed Inspection,Delivered
PO50079,TRK-83807274,Maersk Line,2023-10-07,7,4,False,0,False,Passed Inspection,Delivered
PO50080,TRK-44756575,Kuehne+Nagel,2025-09-01,15,16,True,1,False,Passed Inspection,Delivered
PO50081,TRK-10735183,Blue Dart Cargo,2024-08-04,23,27,True,4,False,Passed Inspection,Delivered
PO50082,TRK-82918295,Maersk Line,2025-03-11,11,8,False,0,False,Passed Inspection,Delivered
PO50083,TRK-72152988,Blue Dart Cargo,2023-04-26,7,5,False,0,False,Passed Inspection,Delivered
PO50084,TRK-16411235,Maersk Line,2025-06-14,33,32,False,0,False,Passed Inspection,Delivered
PO50085,TRK-70577911,Kuehne+Nagel,2025-02-06,31,46,True,15,False,Passed Inspection,Delivered
PO50086,TRK-63014876,Kuehne+Nagel,2026-02-04,38,38,False,0,False,Passed Inspection,In Transit
PO50087,TRK-87599973,Maersk Line,2023-06-03,7,7,False,0,False,Passed Inspection,Delivered
PO50088,TRK-44844856,Kuehne+Nagel,2024-08-31,7,17,True,10,False,Passed Inspection,Delivered
PO50089,TRK-48204336,Kuehne+Nagel,2024-08-22,21,40,True,19,False,Passed Inspection,Delivered
PO50090,TRK-41363141,Maersk Line,2024-08-29,18,17,False,0,False,Passed Inspection,Delivered
PO50091,TRK-58434861,DB Schenker Logistics,2023-03-03,5,2,False,0,False,Passed Inspection,Delivered
PO50092,TRK-54482251,FedEx Supply Chain,2024-07-17,36,45,True,9,False,Passed Inspection,Delivered
PO50093,TRK-78103298,FedEx Supply Chain,2023-12-07,5,13,True,8,False,Passed Inspection,Delivered
PO50094,TRK-55241400,Blue Dart Cargo,2024-12-13,15,36,True,21,True,Minor Defect - Accepted,Delivered
PO50095,TRK-25720511,Blue Dart Cargo,2023-10-09,30,27,False,0,False,Passed Inspection,Delivered
PO50096,TRK-39501134,Maersk Line,2024-05-18,11,27,True,16,False,Passed Inspection,Delivered
PO50097,TRK-98803072,DHL Express,2024-11-26,11,17,True,6,False,Passed Inspection,Delivered
PO50098,TRK-32176685,DB Schenker Logistics,2023-03-15,3,3,False,0,False,Passed Inspection,Delivered
PO50099,TRK-56799797,FedEx Supply Chain,2025-05-18,9,7,False,0,False,Passed Inspection,Delivered
PO50100,TRK-70817460,Kuehne+Nagel,2025-03-21,14,27,True,13,False,Passed Inspection,Delivered
PO50101,TRK-11244389,FedEx Supply Chain,2023-04-21,30,48,True,18,False,Passed Inspection,Delivered
PO50102,TRK-25175455,Kuehne+Nagel,2023-04-11,16,30,True,14,False,Passed Inspection,Delivered
PO50103,TRK-44871065,FedEx Supply Chain,2025-08-18,23,29,True,6,False,Passed Inspection,Delivered
PO50104,TRK-11851858,FedEx Supply Chain,2023-12-23,24,46,True,22,False,Passed Inspection,Delivered
PO50105,TRK-42189448,DB Schenker Logistics,2025-09-16,29,47,True,18,False,Passed Inspection,Delivered
PO50106,TRK-99603087,Blue Dart Cargo,2024-07-02,4,2,False,0,False,Passed Inspection,Delivered
PO50107,TRK-85838054,DB Schenker Logistics,2024-02-09,13,30,True,17,False,Passed Inspection,Delivered
PO50108,TRK-89493894,DHL Express,2023-11-22,28,26,False,0,False,Passed Inspection,Delivered
PO50109,TRK-95751052,Kuehne+Nagel,2025-01-08,9,17,True,8,False,Passed Inspection,Delivered
PO50110,TRK-78649871,Maersk Line,2023-05-26,14,25,True,11,False,Passed Inspection,Delivered
PO50111,TRK-69526805,FedEx Supply Chain,2024-03-21,8,5,False,0,False,Passed Inspection,Delivered
PO50112,TRK-57409451,Kuehne+Nagel,2024-02-10,28,27,False,0,True,Major Defect - Rejected,Delivered
PO50113,TRK-86085438,FedEx Supply Chain,2023-08-05,33,48,True,15,False,Passed Inspection,Delivered
PO50114,TRK-74822861,Blue Dart Cargo,2024-02-13,7,22,True,15,False,Passed Inspection,Delivered
PO50115,TRK-61910449,Blue Dart Cargo,2024-08-23,25,22,False,0,False,Passed Inspection,Delivered
PO50116,TRK-28564714,FedEx Supply Chain,2025-02-01,22,21,False,0,False,Passed Inspection,Delivered
PO50117,TRK-17539634,FedEx Supply Chain,2023-05-10,20,35,True,15,False,Passed Inspection,Delivered
PO50118,TRK-78171032,Maersk Line,2025-08-31,19,18,False,0,False,Passed Inspection,Delivered
PO50119,TRK-30202689,Maersk Line,2025-09-09,20,21,True,1,False,Passed Inspection,Delivered
PO50120,TRK-82245079,FedEx Supply Chain,2025-03-07,39,39,False,0,False,Passed Inspection,Delivered
PO50121,TRK-90903588,FedEx Supply Chain,2025-11-07,18,29,True,11,False,Passed Inspection,Delivered
PO50122,TRK-69284268,Kuehne+Nagel,2024-05-18,38,35,False,0,False,Passed Inspection,Delivered
PO50123,TRK-27219457,DB Schenker Logistics,2025-07-21,24,33,True,9,False,Passed Inspection,Delivered
PO50124,TRK-80388795,Kuehne+Nagel,2025-03-08,4,1,False,0,False,Passed Inspection,Delivered
PO50125,TRK-81678869,Kuehne+Nagel,2024-10-13,27,36,True,9,False,Passed Inspection,Delivered
PO50126,TRK-50818350,DHL Express,2023-08-02,13,17,True,4,False,Passed Inspection,Delivered
PO50127,TRK-61636059,Kuehne+Nagel,2024-09-23,21,21,False,0,False,Passed Inspection,Delivered
PO50128,TRK-11150155,Kuehne+Nagel,2025-10-25,24,42,True,18,False,Passed Inspection,Delivered
PO50129,TRK-92211418,DB Schenker Logistics,2026-01-26,22,43,True,21,False,Passed Inspection,In Transit
PO50130,TRK-79244175,DHL Express,2024-06-07,21,33,True,12,False,Passed Inspection,Delivered
PO50131,TRK-88745195,FedEx Supply Chain,2023-10-18,19,19,False,0,False,Passed Inspection,Delivered
PO50132,TRK-72817049,Maersk Line,2025-04-20,25,22,False,0,True,Major Defect - Rejected,Delivered
PO50133,TRK-46289736,DB Schenker Logistics,2023-04-17,24,23,False,0,False,Passed Inspection,Delivered
PO50134,TRK-37991547,Blue Dart Cargo,2023-07-01,18,16,False,0,False,Passed Inspection,Delivered
PO50135,TRK-91280802,Kuehne+Nagel,2024-09-29,19,22,True,3,False,Passed Inspection,Delivered
PO50136,TRK-33996964,DB Schenker Logistics,2026-01-23,23,34,True,11,False,Passed Inspection,In Transit
PO50137,TRK-91076193,DHL Express,2024-02-02,15,37,True,22,False,Passed Inspection,Delivered
PO50138,TRK-41482168,FedEx Supply Chain,2024-06-01,34,32,False,0,False,Passed Inspection,Delivered
PO50139,TRK-91327153,DHL Express,2024-01-09,2,21,True,19,False,Passed Inspection,Delivered
PO50140,TRK-77935772,Maersk Line,2024-05-02,8,5,False,0,False,Passed Inspection,Delivered
PO50141,TRK-43687744,DHL Express,2023-02-20,33,43,True,10,False,Passed Inspection,Delivered
PO50142,TRK-25444495,Maersk Line,2024-11-09,19,27,True,8,False,Passed Inspection,Delivered
PO50143,TRK-87329166,Blue Dart Cargo,2024-11-06,24,23,False,0,False,Passed Inspection,Delivered
PO50144,TRK-62641886,DHL Express,2024-01-12,27,31,True,4,False,Passed Inspection,Delivered
PO50145,TRK-60173107,Kuehne+Nagel,2023-11-14,30,28,False,0,False,Passed Inspection,Delivered
PO50146,TRK-63892251,Kuehne+Nagel,2025-05-07,25,24,False,0,True,Minor Defect - Accepted,Delivered
PO50147,TRK-15142853,DB Schenker Logistics,2023-08-24,28,30,True,2,False,Passed Inspection,Delivered
PO50148,TRK-13417912,DHL Express,2023-03-12,20,19,False,0,False,Passed Inspection,Delivered
PO50149,TRK-38713556,DHL Express,2023-03-26,23,40,True,17,False,Passed Inspection,Delivered
PO50150,TRK-93970443,Blue Dart Cargo,2025-09-03,13,11,False,0,False,Passed Inspection,Delivered
PO50151,TRK-64920717,Maersk Line,2024-02-20,18,17,False,0,False,Passed Inspection,Delivered
PO50152,TRK-45407598,FedEx Supply Chain,2023-05-13,4,21,True,17,False,Passed Inspection,Delivered
PO50153,TRK-26178357,FedEx Supply Chain,2025-09-09,5,20,True,15,False,Passed Inspection,Delivered
PO50154,TRK-39762268,DB Schenker Logistics,2023-06-23,12,11,False,0,False,Passed Inspection,Delivered
PO50155,TRK-57268182,Kuehne+Nagel,2024-01-31,16,27,True,11,False,Passed Inspection,Delivered
PO50156,TRK-24780626,DB Schenker Logistics,2023-02-21,15,29,True,14,False,Passed Inspection,Delivered
PO50157,TRK-37506167,Kuehne+Nagel,2025-02-14,18,32,True,14,False,Passed Inspection,Delivered
PO50158,TRK-14299080,DHL Express,2025-03-02,26,26,False,0,False,Passed Inspection,Delivered
PO50159,TRK-58084797,DHL Express,2025-04-28,20,20,False,0,False,Passed Inspection,Delivered
PO50160,TRK-48938971,Blue Dart Cargo,2023-10-18,3,2,False,0,False,Passed Inspection,Delivered
PO50161,TRK-43509560,Blue Dart Cargo,2023-12-29,6,3,False,0,False,Passed Inspection,Delivered
PO50162,TRK-33206188,DB Schenker Logistics,2025-10-29,5,5,False,0,False,Passed Inspection,Delivered
PO50163,TRK-72440721,Kuehne+Nagel,2025-06-23,8,5,False,0,False,Passed Inspection,Delivered
PO50164,TRK-52793230,FedEx Supply Chain,2023-02-27,20,17,False,0,True,Major Defect - Rejected,Delivered
PO50165,TRK-43143664,Maersk Line,2025-02-04,11,8,False,0,False,Passed Inspection,Delivered
PO50166,TRK-41464570,Blue Dart Cargo,2025-07-03,27,25,False,0,False,Passed Inspection,Delivered
PO50167,TRK-98821895,Blue Dart Cargo,2024-09-07,3,3,False,0,False,Passed Inspection,Delivered
PO50168,TRK-10563005,Maersk Line,2025-01-23,39,53,True,14,False,Passed Inspection,Delivered
PO50169,TRK-65288649,DHL Express,2023-02-08,37,37,False,0,False,Passed Inspection,Delivered
PO50170,TRK-95673998,Blue Dart Cargo,2023-03-07,30,33,True,3,False,Passed Inspection,Delivered
PO50171,TRK-70525200,DB Schenker Logistics,2023-03-07,20,27,True,7,False,Passed Inspection,Delivered
PO50172,TRK-88938875,Kuehne+Nagel,2023-06-28,7,4,False,0,False,Passed Inspection,Delivered
PO50173,TRK-75284209,FedEx Supply Chain,2026-01-24,29,35,True,6,False,Passed Inspection,In Transit
PO50174,TRK-25483905,Maersk Line,2024-12-25,11,30,True,19,False,Passed Inspection,Delivered
PO50175,TRK-87077147,Maersk Line,2025-05-08,3,2,False,0,False,Passed Inspection,Delivered
PO50176,TRK-92644878,Maersk Line,2023-11-21,4,1,False,0,False,Passed Inspection,Delivered
PO50177,TRK-41596694,DHL Express,2025-10-27,7,4,False,0,False,Passed Inspection,Delivered
PO50178,TRK-99581724,DHL Express,2023-09-02,18,27,True,9,False,Passed Inspection,Delivered
PO50179,TRK-34700810,DB Schenker Logistics,2025-10-02,17,17,False,0,False,Passed Inspection,Delivered
PO50180,TRK-16787813,DHL Express,2023-03-11,36,36,False,0,False,Passed Inspection,Delivered
PO50181,TRK-61782117,DHL Express,2023-01-27,5,4,False,0,False,Passed Inspection,Delivered
PO50182,TRK-83056877,Blue Dart Cargo,2023-05-16,30,49,True,19,False,Passed Inspection,Delivered
PO50183,TRK-91467675,FedEx Supply Chain,2025-06-11,27,25,False,0,False,Passed Inspection,Delivered
PO50184,TRK-19334350,Blue Dart Cargo,2023-10-23,14,14,False,0,False,Passed Inspection,Delivered
PO50185,TRK-16569426,FedEx Supply Chain,2024-06-10,17,32,True,15,False,Passed Inspection,Delivered
PO50186,TRK-38590730,DHL Express,2024-06-02,3,2,False,0,False,Passed Inspection,Delivered
PO50187,TRK-84273220,DB Schenker Logistics,2025-05-16,2,2,False,0,False,Passed Inspection,Delivered
PO50188,TRK-94116441,FedEx Supply Chain,2024-02-26,25,40,True,15,False,Passed Inspection,Delivered
PO50189,TRK-64739009,DHL Express,2023-02-28,36,51,True,15,False,Passed Inspection,Delivered
PO50190,TRK-31511008,Blue Dart Cargo,2024-03-10,14,11,False,0,False,Passed Inspection,Delivered
PO50191,TRK-61018636,DB Schenker Logistics,2023-12-04,16,22,True,6,False,Passed Inspection,Delivered
PO50192,TRK-41468112,DHL Express,2025-04-09,30,29,False,0,False,Passed Inspection,Delivered
PO50193,TRK-63606607,Maersk Line,2025-04-29,12,27,True,15,False,Passed Inspection,Delivered
PO50194,TRK-76933688,FedEx Supply Chain,2023-05-01,20,20,False,0,False,Passed Inspection,Delivered
PO50195,TRK-14375387,Maersk Line,2025-05-27,11,9,False,0,False,Passed Inspection,Delivered
PO50196,TRK-10356651,Blue Dart Cargo,2023-04-19,17,31,True,14,False,Passed Inspection,Delivered
PO50197,TRK-47848894,Blue Dart Cargo,2024-12-06,11,27,True,16,False,Passed Inspection,Delivered
PO50198,TRK-32048561,Maersk Line,2024-04-12,28,41,True,13,False,Passed Inspection,Delivered
PO50199,TRK-62191760,FedEx Supply Chain,2023-12-29,28,33,True,5,True,Minor Defect - Accepted,Delivered
PO50200,TRK-51663239,Blue Dart Cargo,2024-07-08,26,25,False,0,False,Passed Inspection,Delivered
PO50201,TRK-67748605,DB Schenker Logistics,2023-12-30,24,24,False,0,False,Passed Inspection,Delivered
PO50202,TRK-55412241,DB Schenker Logistics,2025-06-10,21,22,True,1,True,Major Defect - Rejected,Delivered
PO50203,TRK-18009073,DHL Express,2025-12-21,29,27,False,0,False,Passed Inspection,Delivered
PO50204,TRK-46939429,FedEx Supply Chain,2025-06-17,7,5,False,0,False,Passed Inspection,Delivered
PO50205,TRK-81558057,Maersk Line,2024-05-31,30,36,True,6,False,Passed Inspection,Delivered
PO50206,TRK-95621311,FedEx Supply Chain,2024-08-11,28,37,True,9,False,Passed Inspection,Delivered
PO50207,TRK-56727758,DHL Express,2024-05-17,16,13,False,0,False,Passed Inspection,Delivered
PO50208,TRK-33009427,Maersk Line,2025-06-12,28,25,False,0,False,Passed Inspection,Delivered
PO50209,TRK-74167662,Maersk Line,2024-10-12,34,46,True,12,False,Passed Inspection,Delivered
PO50210,TRK-75517800,DHL Express,2024-06-05,11,9,False,0,False,Passed Inspection,Delivered
PO50211,TRK-89396617,DB Schenker Logistics,2024-04-16,26,23,False,0,False,Passed Inspection,Delivered
PO50212,TRK-43331212,Kuehne+Nagel,2024-03-22,34,36,True,2,False,Passed Inspection,Delivered
PO50213,TRK-13842315,FedEx Supply Chain,2024-09-25,27,28,True,1,False,Passed Inspection,Delivered
PO50214,TRK-91803578,Maersk Line,2025-02-09,6,16,True,10,False,Passed Inspection,Delivered
PO50215,TRK-62350290,Blue Dart Cargo,2024-05-21,16,33,True,17,False,Passed Inspection,Delivered
PO50216,TRK-36051653,Kuehne+Nagel,2025-06-24,22,22,False,0,False,Passed Inspection,Delivered
PO50217,TRK-97338354,Maersk Line,2025-07-29,20,35,True,15,False,Passed Inspection,Delivered
PO50218,TRK-55858341,Kuehne+Nagel,2024-05-03,13,19,True,6,False,Passed Inspection,Delivered
PO50219,TRK-84744442,Maersk Line,2025-10-06,17,14,False,0,False,Passed Inspection,Delivered
PO50220,TRK-35237007,Maersk Line,2023-07-11,3,2,False,0,False,Passed Inspection,Delivered
PO50221,TRK-23509834,Maersk Line,2025-11-08,3,22,True,19,True,Major Defect - Rejected,Delivered
PO50222,TRK-94936380,FedEx Supply Chain,2023-12-08,7,19,True,12,False,Passed Inspection,Delivered
PO50223,TRK-26547766,Maersk Line,2024-10-06,20,27,True,7,False,Passed Inspection,Delivered
PO50224,TRK-72148108,Blue Dart Cargo,2023-12-03,26,26,False,0,False,Passed Inspection,Delivered
PO50225,TRK-11671211,FedEx Supply Chain,2024-05-07,9,8,False,0,False,Passed Inspection,Delivered
PO50226,TRK-20179977,Blue Dart Cargo,2024-02-21,33,44,True,11,False,Passed Inspection,Delivered
PO50227,TRK-82834112,Blue Dart Cargo,2025-02-23,4,12,True,8,False,Passed Inspection,Delivered
PO50228,TRK-75669742,Blue Dart Cargo,2023-04-14,15,15,False,0,False,Passed Inspection,Delivered
PO50229,TRK-32622881,Kuehne+Nagel,2025-07-12,7,6,False,0,False,Passed Inspection,Delivered
PO50230,TRK-40237182,DHL Express,2025-10-05,21,19,False,0,False,Passed Inspection,Delivered
PO50231,TRK-13484143,Blue Dart Cargo,2024-10-04,19,26,True,7,False,Passed Inspection,Delivered
PO50232,TRK-68646264,Kuehne+Nagel,2024-09-09,21,18,False,0,False,Passed Inspection,Delivered
PO50233,TRK-74079585,Blue Dart Cargo,2025-02-15,13,10,False,0,False,Passed Inspection,Delivered
PO50234,TRK-41649814,Blue Dart Cargo,2023-08-20,11,14,True,3,False,Passed Inspection,Delivered
PO50235,TRK-35710974,Maersk Line,2025-04-03,3,3,False,0,False,Passed Inspection,Delivered
PO50236,TRK-57283848,FedEx Supply Chain,2023-09-05,11,8,False,0,False,Passed Inspection,Delivered
PO50237,TRK-61807080,FedEx Supply Chain,2025-02-18,23,39,True,16,False,Passed Inspection,Delivered
PO50238,TRK-33955134,Blue Dart Cargo,2023-12-24,23,23,False,0,False,Passed Inspection,Delivered
PO50239,TRK-72843038,Blue Dart Cargo,2025-04-29,33,32,False,0,False,Passed Inspection,Delivered
PO50240,TRK-92563922,Kuehne+Nagel,2025-06-16,21,31,True,10,False,Passed Inspection,Delivered
PO50241,TRK-86727896,Maersk Line,2023-09-04,18,18,False,0,False,Passed Inspection,Delivered
PO50242,TRK-77590463,Kuehne+Nagel,2024-12-03,27,26,False,0,False,Passed Inspection,Delivered
PO50243,TRK-13068896,Kuehne+Nagel,2024-07-14,12,15,True,3,False,Passed Inspection,Delivered
PO50244,TRK-69203109,Kuehne+Nagel,2023-12-20,22,32,True,10,False,Passed Inspection,Delivered
PO50245,TRK-21964677,Kuehne+Nagel,2024-11-11,33,36,True,3,False,Passed Inspection,Delivered
PO50246,TRK-54236375,Maersk Line,2026-02-04,27,44,True,17,False,Passed Inspection,In Transit
PO50247,TRK-31437586,FedEx Supply Chain,2023-01-25,23,22,False,0,False,Passed Inspection,Delivered
PO50248,TRK-61171024,DHL Express,2025-12-14,33,31,False,0,False,Passed Inspection,Delivered
PO50249,TRK-28814788,Kuehne+Nagel,2025-08-30,35,35,False,0,False,Passed Inspection,Delivered
PO50250,TRK-92028153,Kuehne+Nagel,2024-08-21,22,19,False,0,False,Passed Inspection,Delivered
PO50251,TRK-16916830,DHL Express,2024-11-25,29,27,False,0,False,Passed Inspection,Delivered
PO50252,TRK-21467701,Blue Dart Cargo,2024-03-06,29,26,False,0,False,Passed Inspection,Delivered
PO50253,TRK-80092771,DHL Express,2023-06-04,14,13,False,0,False,Passed Inspection,Delivered
PO50254,TRK-22049562,DB Schenker Logistics,2024-10-01,14,14,False,0,False,Passed Inspection,Delivered
PO50255,TRK-10660661,DB Schenker Logistics,2025-06-14,5,2,False,0,False,Passed Inspection,Delivered
PO50256,TRK-84027100,DHL Express,2023-09-17,8,6,False,0,False,Passed Inspection,Delivered
PO50257,TRK-80940514,DHL Express,2025-03-25,11,29,True,18,False,Passed Inspection,Delivered
PO50258,TRK-60919607,DHL Express,2025-04-30,14,31,True,17,False,Passed Inspection,Delivered
PO50259,TRK-69730104,Kuehne+Nagel,2025-05-18,33,38,True,5,False,Passed Inspection,Delivered
PO50260,TRK-94248834,Maersk Line,2024-02-12,17,35,True,18,False,Passed Inspection,Delivered
PO50261,TRK-49796475,Blue Dart Cargo,2024-04-01,29,27,False,0,False,Passed Inspection,Delivered
PO50262,TRK-96653194,Blue Dart Cargo,2024-04-10,11,10,False,0,False,Passed Inspection,Delivered
